,0
0,0.23409332377810135
1,0.23418368071672904
2,0.23483849066431983
3,0.23580575336960907
4,0.23432212192596008
5,0.23358672306888312
6,0.23451052341712741
7,0.2351469539721546
8,0.23511419488152974
9,0.23523139359018402
