,0
0,286.0931959131777
1,287.24007284399227
2,322.5136669583581
3,323.8586142916105
4,293.0215405185067
5,320.34784649707854
6,313.4047747665964
7,286.53949637354924
8,298.26796005411893
9,293.97483965429507
