,0
0,470.81640308852224
1,485.36286176405156
2,527.6269401261574
3,525.5194695517512
4,557.3878649738277
5,475.43634822140797
6,565.2429481438113
7,473.6203638525547
8,496.9927572732685
9,538.9727275849684
