,0
0,3.4857270485705865
1,3.3021343359616147
2,3.182629417616518
3,3.283933680786286
4,3.3647532739677035
5,3.17991211730826
6,3.3891211861857005
7,2.8256019554487724
8,2.6368815970044004
9,3.3568663453772394
