,0
0,452.63529892505863
1,418.6623223362198
2,448.5422241033621
3,472.9922868746369
4,428.5038711470393
5,484.90660697066863
6,478.06260382002483
7,462.72104252627867
8,476.35715308925376
9,477.16729420240836
