,0
0,29485.199359548813
1,30961.832038535224
2,29658.791264757507
3,30194.42528736145
4,34887.960647491986
5,32329.8142207682
6,28067.911285444574
7,35995.49292775358
8,34003.206641559285
9,27294.88338952938
