,0
0,32500.95507290145
1,29126.33395279941
2,31515.410894196804
3,37001.33329945734
4,33703.77186411952
5,29693.35219953056
6,30309.049152582935
7,34747.91754412267
8,30136.771697548873
9,31906.83217980904
