,0
0,39083.49119347215
1,36170.402162556806
2,37152.27951397999
3,37828.55199809386
4,32002.796114208966
5,35714.61107926216
6,37175.083619669465
7,35229.39965513689
8,32972.004128727596
9,32379.96608059739
