,0
0,0.955306646936387
1,0.9559853478465862
2,0.9565479386724274
3,0.9558435652958075
4,0.9566294080086479
5,0.9561990494227922
6,0.9563550213952616
7,0.9553525712898091
8,0.9555622117604504
9,0.9573645177877586
