,0
0,58268.5523310529
1,52343.821504917556
2,45082.620629555364
3,51144.22406930809
4,50265.36568217112
5,51050.95037159558
6,49299.26688978848
7,62766.76461798257
8,48703.220778468596
9,58465.22931627704
