,0
0,51104.547442591866
1,48683.180879110405
2,53343.25606953142
3,54000.42129741097
4,51506.08435217008
5,53875.002458510615
6,47739.74110120236
7,53213.22212674629
8,46417.87200541798
9,49046.56274752964
