,0
0,37738.721433971485
1,40326.281747260306
2,41048.847131383736
3,38174.975603103165
4,36783.221070413645
5,37644.08882589049
6,33176.937060807686
7,29520.32359981731
8,34480.45636881764
9,41409.792676378755
