,0
0,51671.53534285539
1,46598.46268313509
2,50240.98986621205
3,40326.242786576084
4,46105.84435446515
5,47600.99054896357
6,45289.57878859837
7,50730.04462337327
8,49447.65020379947
9,45327.03550803769
