,0
0,20287.882446810425
1,17768.952556783202
2,16566.004280295027
3,16866.726257025995
4,16706.555850478806
5,17922.150692024687
6,17829.14525704075
7,16292.505936671501
8,19312.452670254028
9,16481.06803569494
