,0
0,48705.7040567142
1,59465.27672506456
2,54815.5134098104
3,62575.35749826559
4,56919.5377331638
5,57456.18933103238
6,52713.11910135747
7,50472.440833171706
8,49961.441972159686
9,52088.80949444919
