,0
0,22434.48636348229
1,28531.729291781437
2,24432.541304924136
3,23920.5690735155
4,27093.40404520009
5,27515.59394523743
6,24145.282041163493
7,23855.95047104561
8,24904.033690081527
9,25304.277044926912
