,0
0,363810.2173614687
1,321634.3024252852
2,329231.0695169865
3,339363.15621492337
4,384202.5101038998
5,338979.1109001176
6,320544.9206395237
7,309564.13716231677
8,314535.9100979516
9,330646.08938062895
