,0
0,3796.741999121998
1,3945.5603070817792
2,3731.215621271682
3,4281.411293743798
4,3678.406932011428
5,3068.0981787897163
6,3280.102766914898
7,3582.2217987584445
8,4469.26452569258
9,3434.6357155680353
