,0
0,1786.6341467146244
1,1887.937273115174
2,1990.09036801146
3,1987.4264856269488
4,1953.3764260369592
5,2121.8163526631192
6,2087.519119986222
7,1932.284350988558
8,2349.9997145058296
9,1999.0821784940576
