,0
0,933.586459590054
1,3165.7476631329105
2,2568.5903873187053
3,3600.8937934587784
4,4065.9025042691374
5,1645.3759541128602
6,4064.609541305978
7,2920.08793096684
8,3175.649999604428
9,1330.0363822721688
