,0
0,6606.569041184776
1,6261.944519768466
2,6601.930907811873
3,6322.556544375048
4,6608.958490364204
5,7054.809907020236
6,6331.993139027332
7,7294.362931277777
8,7538.308558725514
9,5552.8277877435185
