,0
0,385.5019687624913
1,400.957746641139
2,395.5736901720884
3,404.5957305660108
4,395.4984018072156
5,394.40386607639687
6,390.03016975866024
7,398.4839988992282
8,394.9017193844264
9,402.9611654695088
