,0
0,69332.70881918221
1,61782.13643582863
2,62598.943180477305
3,62220.468001415255
4,56845.0277264683
5,57663.700964344884
6,60927.79086243035
7,60276.482828353
8,56256.212285374495
9,61254.174912866394
