,0
0,1167.7582034102218
1,1181.015117840357
2,1175.9634603228499
3,1107.7341593944316
4,1119.0208863302253
5,1069.5797843548573
6,1154.0037369898077
7,1142.467828932486
8,1096.9672897416153
9,1260.3356288717057
