,0
0,55528.68400402282
1,57363.65999714163
2,59337.85145297611
3,59906.895471135635
4,52441.21886878088
5,50772.58176043312
6,52005.045889122724
7,58506.00556813354
8,52636.420025284366
9,52957.57969728669
