,0
0,571.5847059316557
1,543.2564534218053
2,556.4553409675195
3,545.1135126252683
4,563.1877437492694
5,521.0659716604227
6,539.4491492367945
7,525.8680242244225
8,491.7441672329881
9,534.7081129058688
