,0
0,498.41396175309137
1,555.2121939581261
2,530.2254832730838
3,522.3914689959754
4,545.4634998954606
5,522.6780705563949
6,550.7873610701861
7,497.96287530039035
8,625.5399125794873
9,544.2691239949105
