,0
0,12610.290572175538
1,13955.23998290177
2,12346.267846020046
3,11280.409059511117
4,12120.146776411808
5,12501.124902111984
6,10973.420204802318
7,9415.64430250744
8,12016.163968387207
9,12549.3368000923
