,0
0,514.2040051839514
1,527.3414355070188
2,530.414153208922
3,563.4468376156725
4,534.9287205643328
5,525.9909915411522
6,515.7542781034579
7,536.4740873459831
8,515.5147602013411
9,536.0927111709983
