,0
0,27160.338162510634
1,19156.738900141027
2,26281.085980613738
3,27618.31222707167
4,26142.038084238768
5,29711.87369081927
6,28974.225558698952
7,30921.777883101022
8,24744.464435943213
9,29475.22537402385
