,0
0,5325.151478278488
1,5068.352956792786
2,5448.302277292354
3,5257.731864258357
4,5384.04544317408
5,5308.653942963862
6,4901.084037493961
7,5029.325543854608
8,5477.384833441667
9,5131.4043333680265
