,0
0,400.4086199489819
1,398.9425065552148
2,386.31728437053414
3,388.92688853695097
4,385.462577069442
5,421.7106457168195
6,417.27717686189055
7,403.37442624507673
8,403.44092764449067
9,387.2481254165689
