,0
0,58987.60457863134
1,57104.437009747824
2,56972.57885890625
3,58039.799167799916
4,68948.47614266205
5,56487.70403463777
6,60804.62925361003
7,49301.86404513788
8,57287.22336067444
9,49007.18030131714
