,0
0,6051.761796869103
1,9638.166484626143
2,6593.550272404362
3,7322.626739122659
4,6906.863526130607
5,7837.515949813497
6,8257.440123344379
7,7503.193967906788
8,7701.156056582728
9,7098.745665502773
