,0
0,6151.605276391707
1,5823.328619573865
2,5689.014232566779
3,5839.53636063428
4,6173.469881326841
5,6150.27768077921
6,6139.693365446851
7,5972.863807054486
8,6692.01202435895
9,6006.022775660223
