,0
0,13290.364594705028
1,13242.728585212688
2,11173.878832178872
3,13517.168612874095
4,12197.322143330124
5,12783.407775162323
6,14294.657490796171
7,12237.499000618946
8,12199.777407906135
9,13190.288491388064
