,0
0,18342.375477782258
1,20139.884589384692
2,17346.579981949264
3,18922.391595175563
4,22446.811377036214
5,21201.458758877743
6,18395.0948132259
7,18904.616362629928
8,18987.756552898514
9,17983.697085227832
