,0
0,0.6167281496646575
1,0.6139206779690849
2,0.6141541174364804
3,0.6168962130647112
4,0.6144046902207229
5,0.6139738763817845
6,0.6159222783121548
7,0.6166322533377286
8,0.6141867506747616
9,0.6143112687816539
