,0
0,743.8084817655864
1,789.2151671380229
2,860.3328038093384
3,913.7801609924343
4,893.6577881611789
5,830.5243939437914
6,837.2760471811144
7,815.7701710453777
8,841.985338547593
9,861.9744816204214
