,0
0,16673.384963216344
1,17385.948581409488
2,15786.904912516262
3,16051.859737379023
4,16529.806661883806
5,17574.14243553538
6,15459.907180590371
7,19570.672591003757
8,18115.22524481763
9,14163.244874491309
