,0
0,3347.560447751165
1,2911.574242991705
2,2866.602224314103
3,3241.1364505486263
4,3592.971534158227
5,3134.7426032557937
6,3004.7568451914244
7,3280.176162303569
8,3457.535649762986
9,3637.081848528945
