,0
0,15364.951985003278
1,16458.551874244396
2,16040.950546273503
3,17763.66005659846
4,16933.75834847131
5,14910.843021196342
6,15430.110254086736
7,15609.300026284545
8,14590.25152974689
9,18086.770333892677
