,0
0,75232.30523618699
1,88635.48596406313
2,103797.96834063444
3,98234.6481352116
4,97850.83254210996
5,96606.5541644379
6,85233.30212404835
7,97725.80727559971
8,93527.53987712227
9,93455.44706981083
