,0
0,18747.843808393005
1,17009.325266606917
2,18459.48755623782
3,18545.015603674026
4,19994.133694156986
5,18852.809957958547
6,17029.382932674627
7,17417.017874249985
8,18572.706624778166
9,16281.208900222184
