,0
0,1931.8145377624187
1,613.793009092256
2,1687.0816207858081
3,544.3242483381396
4,297.832510398158
5,645.8379033612594
6,733.9019060943348
7,1589.3744861109283
8,370.5256733789965
9,625.9157541759737
