,0
0,0.8328754986679979
1,0.8346938386058371
2,0.8345059529637029
3,0.8359217822177786
4,0.8362761256521232
5,0.8335925341325334
6,0.8333067051184107
7,0.8349056291486233
8,0.8341784262681778
9,0.8356044322899314
