,0
0,0.9376672662337565
1,0.9360020202020111
2,0.9358568932178842
3,0.9371263142135577
4,0.9357155043289959
5,0.9361259567099475
6,0.936378845598838
7,0.9366485317460244
8,0.9372097153679549
9,0.9378041307026196
