,0
0,6197.922192150084
1,6087.322676425391
2,6678.804563075425
3,6633.580797580221
4,6668.800864216603
5,5771.932629102779
6,6083.511500322234
7,6271.043310858079
8,6338.29466631981
9,5973.057121928073
