,0
0,6333.784670632605
1,6249.8678888931945
2,5902.150202851046
3,6465.3149490773585
4,7325.9235224157555
5,6704.246400954494
6,6255.473655055131
7,5959.401700146359
8,6972.9503913340895
9,6076.361303962791
