,0
0,8159.671354326631
1,8174.996021684191
2,8426.586326358838
3,7153.705215797648
4,6258.035945200678
5,7159.118894749853
6,7634.7134186223075
7,7774.752636128512
8,7123.248545943302
9,7466.5541393037065
